author_id,O,N,n_essays,total_word_count,liwc_wc,emo_sad,focusfuture,mental,certitude,fatigue,Affect,adverb,swear
764,86.0,73.0,280,20149.0,20379.0,0.38,1.55,0.15,1.29,0.09,7.41,8.28,0.13
765,26.0,82.0,278,16630.0,16722.0,0.13,1.11,0.18,0.89,0.11,5.48,5.97,0.38
766,21.0,18.0,278,8019.0,8102.0,0.11,1.57,0.01,0.86,0.02,5.7,5.54,0.17
767,97.0,51.0,278,4595.0,4625.0,0.11,1.86,0.13,1.12,0.0,6.29,6.64,1.06
768,68.0,36.0,277,15889.0,15877.0,0.12,1.32,0.24,0.78,0.06,6.12,5.6,0.47
769,88.0,96.0,272,6562.0,6600.0,0.18,1.61,0.09,1.12,0.05,6.95,7.47,0.47
770,15.0,58.0,269,1663.0,1741.0,0.34,1.38,0.06,1.15,0.06,9.19,5.4,0.92
771,91.0,43.0,268,6013.0,6022.0,0.03,1.3,0.02,1.86,0.08,7.01,8.09,0.05
772,41.0,75.0,268,2960.0,3006.0,0.13,2.4,0.07,1.0,0.03,3.89,6.92,0.63
773,14.0,98.0,263,14226.0,14392.0,0.22,1.08,0.23,1.09,0.06,4.91,5.79,0.38
774,21.0,21.0,262,8043.0,8064.0,0.02,0.76,0.02,1.13,0.1,6.63,5.77,0.84
775,43.0,50.0,261,4141.0,4235.0,0.4,1.37,0.05,0.99,0.02,5.93,7.08,0.64
776,34.0,5.0,259,15381.0,15659.0,0.08,1.56,0.04,1.27,0.04,4.87,6.56,0.14
777,14.0,4.0,258,6638.0,6721.0,0.1,1.38,0.0,1.04,0.01,5.82,7.26,0.36
778,39.5,44.0,254,3563.0,3916.0,0.1,1.28,0.05,0.97,0.0,6.1,6.33,0.18
779,99.0,0.0,253,8572.0,8708.0,0.05,0.76,0.09,1.48,0.07,5.85,7.18,0.29
780,27.0,5.0,252,6192.0,6211.0,0.0,1.43,0.0,1.35,0.02,7.57,6.99,0.11
781,13.0,42.0,249,12936.0,13017.0,0.18,1.48,0.12,1.14,0.25,5.65,7.57,0.48
782,13.0,84.0,248,7976.0,8093.0,0.1,1.22,0.11,1.36,0.09,6.73,6.97,1.06
783,20.0,98.0,248,3289.0,3303.0,0.27,1.06,0.03,0.88,0.06,6.3,5.78,1.15
784,63.0,28.0,247,8830.0,8879.0,0.07,1.73,0.05,0.74,0.02,5.65,7.29,0.14
785,11.0,40.0,246,17561.0,17685.0,0.08,1.2,0.14,1.09,0.04,4.38,6.37,0.26
786,0.0,22.0,246,13575.0,13615.0,0.07,1.46,0.02,0.82,0.04,4.32,5.05,0.03
787,34.0,82.0,246,7332.0,7140.0,0.15,1.29,0.03,0.35,0.01,2.94,4.22,0.08
788,50.0,95.0,245,9959.0,10021.0,0.33,1.38,0.34,1.51,0.05,6.33,7.48,0.38
789,11.0,61.0,244,1616.0,1640.0,0.55,1.34,0.79,1.22,0.0,8.72,6.4,0.61
790,46.0,45.0,243,5539.0,5601.0,0.05,1.73,0.09,0.52,0.0,6.14,3.34,0.2
791,92.0,57.0,240,8056.0,8100.0,0.2,1.68,0.12,0.68,0.0,6.1,6.25,0.09
792,96.0,10.0,240,6004.0,6069.0,0.0,1.4,0.02,0.79,0.08,6.26,6.79,0.35
793,54.0,36.0,238,11324.0,11448.0,0.12,0.86,0.21,0.91,0.08,5.77,5.41,0.23
794,44.0,94.0,237,12225.0,12255.0,0.39,1.37,0.58,1.62,0.12,6.45,8.78,0.33
795,50.0,78.0,237,9228.0,9358.0,0.05,1.52,0.12,1.46,0.0,6.52,6.67,0.74
796,50.0,80.0,237,8612.0,8648.0,0.07,1.5,0.05,1.16,0.05,4.45,6.9,0.1
797,89.0,63.0,237,8343.0,8286.0,0.3,1.75,0.04,1.44,0.12,6.94,8.19,0.29
798,18.0,13.0,237,5111.0,5087.0,0.12,1.77,0.02,1.38,0.04,5.96,7.35,0.26
799,77.0,13.0,236,6552.0,6546.0,0.21,1.8,0.21,0.92,0.02,7.24,7.96,0.2
800,39.0,26.0,235,35396.0,35970.0,0.07,1.37,0.06,0.92,0.04,4.43,6.34,0.06
801,9.0,86.0,235,13598.0,13683.0,0.07,1.53,0.01,1.03,0.01,4.49,6.1,0.2
802,3.0,7.0,234,13757.0,14114.0,0.11,1.46,0.04,0.92,0.09,5.37,7.05,0.13
803,32.0,67.0,233,5744.0,5795.0,0.03,1.17,0.09,0.6,0.02,5.19,5.16,1.57
804,17.0,13.0,232,5797.0,5856.0,0.15,1.52,0.03,1.74,0.09,6.86,8.28,0.91
805,65.0,73.0,231,8634.0,8765.0,0.07,1.41,0.01,1.03,0.01,6.05,6.81,0.37
806,40.0,40.0,230,13953.0,14021.0,0.16,1.16,0.04,0.96,0.06,4.45,7.08,0.12
807,9.0,61.0,226,9450.0,9452.0,0.12,1.23,0.1,1.04,0.04,4.58,5.53,0.26
808,56.0,35.0,225,24713.0,24897.0,0.03,1.44,0.04,0.94,0.03,4.23,6.78,0.01
809,24.0,44.0,225,23003.0,23160.0,0.19,1.44,0.49,1.08,0.07,5.94,8.16,0.07
810,34.0,80.0,223,17716.0,17848.0,0.15,1.34,0.31,1.53,0.07,5.79,8.1,0.18
811,99.0,96.0,222,11817.0,12008.0,0.17,1.32,0.12,1.68,0.07,5.99,6.21,0.14
812,91.0,75.0,222,8276.0,8339.0,0.13,1.0,0.41,0.68,0.08,9.52,7.79,0.1
813,60.0,49.0,219,13027.0,13166.0,0.25,1.46,0.15,0.87,0.12,5.83,6.93,0.09
814,85.0,15.0,218,21351.0,21545.0,0.1,1.75,0.07,1.17,0.02,5.77,6.46,0.31
815,96.0,7.0,216,6709.0,6782.0,0.06,1.7,0.0,0.88,0.0,4.73,6.25,0.16
816,34.0,58.0,216,5161.0,5183.0,0.08,1.14,0.29,1.0,0.08,5.79,8.78,0.1
817,75.0,26.0,216,4386.0,4399.0,0.16,1.09,0.05,0.68,0.05,4.8,4.52,0.32
818,4.0,76.0,215,12818.0,13203.0,0.05,0.84,0.14,1.05,0.11,4.83,5.51,0.11
819,34.0,40.0,215,6162.0,6265.0,0.08,1.44,0.08,0.61,0.06,5.43,6.62,0.29
820,21.0,4.0,214,14006.0,14051.0,0.04,1.35,0.02,1.12,0.0,4.64,6.38,0.08
821,40.0,80.0,214,9663.0,9713.0,0.37,1.3,0.35,1.4,0.07,6.88,7.37,0.47
822,41.0,13.0,213,14497.0,14710.0,0.17,1.91,0.07,0.9,0.12,5.8,7.04,0.05
823,60.0,62.0,213,13866.0,13984.0,0.08,1.04,0.36,1.44,0.03,4.72,7.85,0.11
824,36.0,7.0,213,2585.0,2703.0,0.11,0.89,0.15,1.29,0.0,11.58,5.66,0.07
825,100.0,39.0,212,25845.0,26176.0,0.07,1.07,0.07,0.81,0.03,4.33,5.96,0.08
826,9.0,11.0,212,12078.0,12325.0,0.07,1.01,0.03,0.84,0.03,5.08,5.43,0.28
827,34.0,25.0,212,11223.0,11261.0,0.1,1.56,0.14,1.15,0.14,4.63,6.65,0.15
828,15.0,58.0,211,5694.0,5756.0,0.07,1.09,0.03,1.06,0.02,5.87,6.51,0.21
829,50.0,4.0,207,11269.0,11346.0,0.2,1.44,1.1,1.34,0.11,8.82,7.96,2.34
830,74.0,80.0,207,5391.0,5501.0,0.04,1.18,0.09,0.67,0.07,5.42,7.94,0.04
831,71.0,99.0,206,21573.0,21787.0,0.17,1.39,0.55,1.32,0.11,5.69,8.4,0.11
832,15.0,54.0,206,13540.0,13609.0,0.1,1.62,0.01,0.82,0.0,4.64,6.56,0.22
833,1.0,43.0,202,10310.0,10453.0,0.11,1.19,0.09,0.77,0.07,5.56,6.67,0.35
834,60.0,80.0,202,7958.0,7987.0,0.16,1.24,0.51,1.05,0.08,6.7,7.34,0.18
835,8.0,14.0,201,8688.0,8778.0,0.03,1.33,0.02,0.49,0.03,5.1,6.07,0.22
836,15.0,85.0,201,6736.0,6800.0,0.19,1.76,0.16,0.82,0.04,5.59,6.63,0.37
837,51.0,7.0,201,3198.0,3251.0,0.12,1.48,0.0,1.2,0.03,6.27,7.11,0.03
838,50.0,50.0,200,46308.0,47717.0,0.39,0.76,0.56,0.41,0.09,5.95,4.95,0.01
839,8.0,54.0,194,22388.0,22537.0,0.03,1.02,0.03,0.7,0.04,4.04,4.4,0.05
840,6.0,95.0,194,5903.0,5963.0,0.12,1.02,0.13,0.67,0.05,5.38,6.07,0.1
841,89.0,22.0,192,7634.0,7451.0,0.11,0.75,0.03,1.44,0.2,7.41,6.7,0.23
842,24.0,22.0,191,9414.0,9499.0,0.08,1.45,0.12,0.88,0.03,6.46,6.81,0.67
843,6.0,93.0,190,6971.0,7033.0,0.1,1.48,0.01,0.87,0.03,5.77,6.73,0.07
844,1.0,41.0,190,5724.0,5714.0,0.11,1.12,0.09,1.8,0.02,6.02,7.58,0.11
845,85.0,30.0,189,21657.0,21742.0,0.07,1.37,0.03,1.0,0.03,4.94,6.42,0.24
846,89.0,5.0,188,7190.0,7264.0,0.18,0.74,0.1,0.72,0.03,6.08,6.11,0.14
847,93.0,36.0,187,12367.0,12421.0,0.1,1.85,0.1,0.92,0.07,4.98,6.05,0.2
848,68.0,76.0,187,1914.0,1961.0,0.05,1.73,0.1,0.66,0.0,7.19,4.9,1.33
849,7.0,46.0,185,12152.0,12306.0,0.09,1.21,0.12,1.24,0.04,5.76,6.69,0.49
850,85.0,86.0,185,6223.0,6265.0,0.22,1.92,0.14,1.28,0.03,6.08,7.04,0.1
851,6.0,13.0,183,12227.0,12762.0,0.08,1.18,0.06,0.89,0.1,5.05,6.12,0.14
852,95.0,5.0,183,11957.0,12292.0,0.17,0.63,0.06,1.1,0.02,5.78,5.43,0.3
853,34.0,92.0,183,11362.0,11359.0,0.16,1.58,0.03,1.33,0.04,6.04,8.33,0.29
854,15.0,19.0,183,6635.0,6722.0,0.09,1.71,0.07,0.42,0.19,6.63,6.28,0.15
855,57.0,96.0,182,15643.0,15773.0,0.06,1.44,0.03,1.06,0.07,5.24,5.56,0.25
856,8.0,64.0,181,7012.0,7130.0,0.03,0.94,0.03,0.74,0.04,4.64,5.96,0.34
857,47.0,99.0,181,3556.0,3595.0,0.22,1.78,0.06,1.14,0.03,5.45,7.26,0.06
858,21.0,37.0,181,2505.0,2652.0,0.3,1.58,0.04,1.4,0.11,7.24,7.81,0.19
859,29.0,95.0,181,2461.0,2440.0,0.2,0.7,0.2,1.31,0.0,6.31,5.82,1.43
860,83.0,61.0,180,16124.0,16527.0,0.15,0.77,0.04,1.23,0.04,5.17,6.25,0.22
861,79.0,80.0,180,10585.0,10692.0,0.26,2.59,0.03,0.65,0.01,6.9,6.0,0.22
862,83.0,71.0,180,6379.0,6534.0,0.11,1.13,0.0,0.89,0.06,7.06,6.0,0.17
863,31.0,98.0,179,3015.0,3027.0,0.07,1.82,0.07,0.56,0.0,6.48,5.58,0.56
864,86.0,16.0,178,17116.0,17148.0,0.02,1.08,0.02,1.11,0.03,4.59,5.84,0.15
865,76.0,78.0,178,16551.0,16632.0,0.16,1.42,0.36,0.99,0.02,6.27,7.09,0.24
866,0.0,10.0,178,13510.0,13498.0,0.07,1.5,0.23,1.0,0.1,6.42,6.91,1.0
867,64.0,76.0,178,3481.0,3523.0,0.03,0.99,0.06,1.22,0.17,5.76,6.87,0.11
868,8.0,98.0,177,4162.0,4212.0,0.21,1.26,0.05,1.78,0.0,6.29,8.12,0.95
869,50.0,50.0,176,4965.0,5082.0,0.28,1.34,0.41,0.75,0.02,7.36,6.4,0.35
870,70.0,93.0,175,4055.0,4043.0,0.49,1.9,0.02,0.96,0.0,8.53,7.82,0.12
871,40.0,71.0,174,6233.0,6339.0,0.03,1.12,0.09,1.06,0.06,5.51,6.01,0.68
872,29.0,11.0,174,5109.0,5198.0,0.17,1.21,0.15,0.83,0.12,5.93,7.52,0.46
873,94.0,4.0,172,3787.0,3853.0,0.1,1.3,0.08,0.62,0.08,6.05,5.04,0.23
874,8.0,80.0,171,8863.0,9041.0,0.18,1.18,0.35,1.03,0.1,6.16,7.39,0.49
875,12.0,64.0,170,8396.0,8644.0,0.07,0.87,0.05,1.23,0.01,4.95,5.24,0.36
876,7.0,2.0,170,2608.0,2655.0,0.11,0.87,0.0,0.49,0.0,6.78,4.11,0.3
877,16.0,97.0,169,3634.0,3662.0,0.11,1.42,0.63,0.71,0.11,7.43,7.73,0.52
878,65.0,73.0,167,4444.0,4462.0,0.11,1.34,0.04,1.21,0.04,8.4,8.36,0.22
879,93.0,11.0,165,8563.0,8572.0,0.13,0.98,0.12,0.71,0.06,4.93,5.79,0.22
880,89.0,6.0,165,6645.0,6700.0,0.04,1.12,0.04,0.81,0.06,5.79,5.42,0.34
881,70.0,8.0,165,2054.0,2113.0,0.14,0.99,0.14,1.09,0.14,4.87,6.86,0.0
882,3.0,2.0,163,7780.0,7798.0,0.18,1.12,0.03,0.54,0.04,5.81,6.18,0.64
883,29.0,47.0,163,3216.0,3245.0,0.09,1.14,0.03,0.55,0.0,5.08,4.96,0.03
884,6.0,12.0,162,6567.0,6607.0,0.23,1.66,0.17,0.95,0.06,6.18,6.42,0.64
885,77.0,67.0,161,4849.0,4960.0,0.06,1.33,0.04,0.95,0.08,4.72,5.67,0.46
886,71.0,86.0,160,10107.0,10231.0,0.22,1.82,0.13,0.99,0.07,7.51,6.99,0.03
887,10.0,76.0,160,5271.0,5329.0,0.11,1.95,0.15,0.9,0.08,4.6,6.76,0.21
888,24.0,16.0,159,3131.0,3202.0,0.06,2.03,0.03,0.47,0.03,4.9,5.0,0.19
889,70.0,58.0,159,3288.0,3316.0,0.48,1.45,0.15,1.69,0.03,9.83,9.11,0.27
890,11.0,98.0,158,9223.0,9265.0,0.04,2.07,0.08,1.15,0.02,4.35,6.99,0.25
891,60.0,47.0,158,7436.0,7547.0,0.13,0.73,0.04,1.31,0.07,5.25,7.65,0.12
892,18.0,98.0,157,7634.0,7689.0,0.09,1.66,0.18,1.11,0.12,5.94,6.58,0.08
893,6.0,75.0,157,6743.0,6724.0,0.06,1.06,0.09,0.59,0.15,5.81,4.83,1.22
894,34.0,89.0,157,6466.0,6549.0,0.15,1.19,0.05,1.24,0.15,6.49,8.21,0.6
895,5.0,3.0,156,3570.0,3595.0,0.06,1.42,0.03,0.81,0.11,6.01,5.59,1.39
896,11.0,61.0,155,10933.0,11032.0,0.03,1.79,0.0,0.64,0.03,4.75,5.8,0.14
897,0.0,13.0,155,8147.0,8295.0,0.05,1.94,0.13,0.69,0.14,6.11,5.92,0.53
898,11.0,6.0,155,2265.0,2281.0,0.26,1.53,0.0,0.26,0.09,8.99,6.88,0.83
899,24.0,86.0,154,9673.0,9757.0,0.06,1.1,0.27,1.17,0.15,5.65,7.77,0.18
900,17.0,90.0,153,9345.0,9358.0,0.28,1.27,0.68,1.9,0.04,6.14,8.82,0.17
901,41.0,26.0,153,5538.0,5700.0,0.02,1.07,0.02,0.12,0.0,1.95,4.95,0.0
902,58.0,4.0,152,13611.0,13897.0,0.02,1.22,0.02,0.73,0.03,6.42,7.3,0.29
903,41.0,16.0,151,7745.0,7801.0,0.19,1.68,0.15,0.63,0.04,6.28,6.11,0.03
904,4.0,4.0,151,6190.0,6205.0,0.11,1.66,0.13,0.55,0.08,6.17,5.91,0.47
905,3.0,36.0,151,3271.0,3302.0,0.06,0.85,0.0,0.94,0.06,4.36,5.75,0.12
906,13.0,86.0,150,7388.0,7519.0,0.05,1.02,0.13,1.26,0.21,6.32,7.93,0.92
907,6.0,4.0,148,7525.0,7580.0,0.04,1.25,0.03,0.62,0.11,6.54,6.32,0.07
908,39.0,84.0,147,14293.0,14431.0,0.07,0.95,0.02,0.8,0.01,5.11,5.12,0.06
909,85.0,70.0,147,12956.0,13053.0,0.08,1.44,0.35,1.2,0.03,4.45,6.92,0.07
910,32.0,78.0,147,10572.0,10646.0,0.08,1.08,0.12,0.84,0.06,4.72,5.45,0.32
911,89.0,25.0,147,4915.0,4942.0,0.22,1.27,0.0,1.58,0.0,7.02,7.14,0.63
912,73.0,100.0,147,2590.0,2737.0,0.29,0.73,0.26,0.84,0.0,5.37,4.68,0.37
913,0.0,29.0,145,7694.0,7808.0,0.04,1.38,0.1,0.42,0.04,5.64,5.07,0.67
914,15.0,80.0,145,3082.0,3092.0,0.13,1.0,0.0,1.23,0.03,6.53,8.18,0.26
915,58.0,3.0,144,8197.0,8272.0,0.07,1.31,0.05,1.11,0.05,5.04,6.52,0.08
916,8.0,61.0,144,5518.0,5576.0,0.09,2.31,0.07,0.56,0.04,5.11,5.67,0.18
917,50.0,15.0,142,7265.0,7352.0,0.18,1.14,0.03,1.16,0.08,6.49,8.32,0.41
918,50.0,15.0,142,3460.0,3465.0,0.14,1.5,0.0,1.59,0.09,6.52,8.17,0.52
919,61.0,99.0,141,3173.0,3186.0,0.09,1.35,0.09,1.07,0.06,5.21,7.09,0.19
920,15.0,5.0,139,6712.0,11571.0,0.03,0.83,0.22,0.76,0.04,3.4,4.34,0.23
921,3.0,84.0,139,5633.0,5690.0,0.14,1.12,0.07,0.95,0.12,5.99,6.43,0.4
922,75.0,19.0,138,3224.0,3246.0,0.03,1.11,0.06,0.77,0.03,5.24,6.62,0.09
923,65.0,63.0,138,3094.0,3118.0,0.06,2.02,0.16,1.76,0.03,6.61,6.61,0.29
924,54.0,86.0,137,7227.0,7356.0,0.05,0.8,0.11,0.84,0.03,4.53,5.63,0.04
925,80.0,26.0,136,9571.0,9828.0,0.11,1.13,0.12,1.09,0.04,5.43,7.14,0.2
926,44.0,93.0,136,5485.0,5628.0,0.11,1.58,0.0,0.37,0.0,4.3,6.11,0.05
927,38.0,89.0,136,4509.0,4497.0,0.38,2.0,0.22,0.56,0.11,6.72,5.67,0.09
928,60.0,94.0,135,10446.0,10583.0,0.15,1.34,0.23,1.18,0.01,5.19,7.76,0.03
929,89.0,54.0,135,6413.0,6455.0,0.05,1.22,0.03,0.45,0.08,4.29,6.03,0.08
930,70.0,70.0,135,5338.0,5415.0,0.28,1.14,0.44,1.24,0.02,6.94,6.17,0.46
931,54.0,92.0,135,3966.0,4049.0,0.12,0.86,0.0,0.69,0.0,5.16,4.89,0.35
932,65.0,98.0,134,6708.0,6737.0,0.22,1.37,0.28,0.92,0.09,6.83,5.61,0.56
933,77.0,15.0,133,11640.0,11743.0,0.01,1.2,0.06,1.03,0.03,5.32,6.45,0.14
934,67.0,29.0,133,3469.0,3517.0,0.28,1.45,0.0,1.14,0.09,7.85,8.1,0.0
935,93.0,67.0,132,7484.0,7586.0,0.26,1.21,0.25,1.42,0.05,6.31,8.23,0.28
936,35.0,91.0,131,5810.0,5916.0,0.07,1.61,0.07,1.13,0.05,6.54,7.32,0.44
937,1.0,17.0,130,3936.0,3974.0,0.05,1.16,0.1,0.93,0.05,5.89,6.47,0.23
938,23.0,95.0,129,5687.0,5737.0,0.19,1.41,0.09,1.08,0.03,4.55,7.39,0.21
939,78.0,37.0,129,640.0,626.0,0.0,0.96,0.0,0.32,0.0,4.95,6.07,0.0
940,1.0,7.0,128,5412.0,5454.0,0.15,1.08,0.2,0.81,0.11,4.91,6.58,0.57
941,19.0,30.0,128,1322.0,1347.0,0.0,1.78,0.07,0.59,0.3,7.13,5.27,0.67
942,68.0,67.0,127,7827.0,8108.0,0.02,1.26,0.07,0.65,0.06,5.9,4.85,0.27
943,97.0,26.0,127,6712.0,6800.0,0.15,1.93,0.1,1.24,0.03,6.79,6.9,0.13
944,19.0,7.0,127,4882.0,4897.0,0.27,1.69,0.08,0.76,0.12,5.84,5.98,0.35
945,11.0,94.0,126,16995.0,17108.0,0.13,1.2,0.05,1.01,0.12,4.23,7.38,0.06
946,26.0,69.0,126,5130.0,5175.0,0.1,1.58,0.48,0.87,0.08,6.51,7.77,0.17
947,87.0,13.0,126,3972.0,4002.0,0.02,0.92,0.02,1.1,0.02,5.47,5.65,0.17
948,9.0,52.0,126,2248.0,2431.0,0.04,0.41,0.0,0.62,0.04,4.77,2.96,0.45
949,50.0,1.0,126,2176.0,2198.0,0.14,1.14,0.0,0.32,0.0,6.46,4.91,0.23
950,17.0,88.0,125,2239.0,2249.0,0.0,1.02,0.0,0.71,0.04,6.09,6.85,0.44
951,11.0,7.0,124,6075.0,6154.0,0.13,1.12,0.0,1.4,0.1,4.87,7.56,0.15
952,26.0,76.0,124,2782.0,2799.0,0.25,1.46,0.04,1.11,0.07,6.4,5.54,0.82
953,41.0,72.0,123,9291.0,9418.0,0.08,1.44,0.25,0.9,0.24,4.17,7.18,0.25
954,55.0,10.0,123,8219.0,8335.0,0.05,0.47,0.06,0.44,0.0,3.19,2.66,0.34
955,26.0,3.0,122,7597.0,7662.0,0.03,1.34,0.01,1.42,0.03,4.59,7.67,0.2
956,96.0,56.0,122,5863.0,5897.0,0.14,1.15,0.02,0.97,0.02,6.43,7.26,0.29
957,9.0,40.0,122,4366.0,4380.0,0.07,1.6,0.3,0.5,0.05,4.7,6.12,0.09
958,46.0,61.0,121,19961.0,19971.0,0.1,1.38,0.11,0.84,0.03,5.07,6.98,0.05
959,75.0,25.0,121,1829.0,1838.0,0.05,0.92,0.0,1.31,0.11,7.13,6.96,1.31
960,28.0,72.0,120,6313.0,6396.0,0.08,1.59,0.08,0.56,0.08,4.24,5.3,0.13
961,51.0,52.0,120,5630.0,5692.0,0.05,1.62,0.09,0.69,0.04,5.39,5.5,0.19
962,89.0,92.0,120,4245.0,4265.0,0.35,0.96,0.94,1.34,0.16,5.74,8.46,0.3
963,77.0,94.0,119,5666.0,5728.0,0.12,1.33,0.33,0.93,0.02,5.83,7.12,0.16
964,58.0,37.5,119,5385.0,5387.0,0.09,1.26,0.0,0.52,0.0,5.48,5.62,0.93
965,89.0,5.0,119,3617.0,3637.0,0.11,1.68,0.08,1.13,0.0,6.82,7.12,0.0
966,0.0,22.0,119,3427.0,3420.0,0.2,1.55,0.73,0.67,0.06,6.26,6.64,0.41
967,98.0,96.0,118,11579.0,11720.0,0.13,1.48,0.2,1.16,0.03,6.48,6.06,0.11
968,10.0,66.0,118,3767.0,3799.0,0.26,0.87,0.03,1.16,0.08,5.45,6.58,0.37
969,17.0,24.0,118,3358.0,3367.0,0.15,1.49,0.12,0.98,0.03,5.67,7.04,0.36
970,24.0,67.0,118,2757.0,2874.0,0.21,1.08,0.0,0.59,0.03,5.11,5.46,0.1
971,95.0,95.0,117,2856.0,2876.0,0.38,1.43,0.1,1.36,0.21,6.64,7.44,0.14
972,17.0,7.0,117,1558.0,1595.0,0.82,1.07,0.06,0.56,0.06,6.52,5.08,0.82
973,94.0,27.0,116,6507.0,6601.0,0.23,1.5,0.11,0.94,0.15,6.79,7.35,0.09
974,29.5,47.5,114,2903.0,2927.0,0.03,0.85,0.0,0.75,0.0,3.59,5.26,0.61
975,86.0,82.0,113,4796.0,4880.0,0.23,0.74,0.7,0.57,0.1,5.49,6.05,0.64
976,95.0,6.0,113,3884.0,3906.0,0.13,1.43,0.08,0.87,0.0,5.09,5.61,0.28
977,61.0,13.0,113,2760.0,2786.0,0.25,0.97,0.0,0.97,0.0,5.2,5.89,0.11
978,11.0,9.0,113,2025.0,2049.0,0.1,1.02,0.1,0.68,0.0,4.73,6.15,0.0
979,0.0,96.0,112,4751.0,4791.0,0.1,0.52,0.1,1.5,0.06,5.51,6.93,0.77
980,50.0,15.0,112,3449.0,3500.0,0.09,1.17,0.03,0.86,0.03,5.43,6.54,0.23
981,41.0,19.0,112,2170.0,2184.0,0.23,1.37,0.23,0.87,0.0,7.6,7.51,1.33
982,9.0,43.0,111,3666.0,3695.0,0.08,1.43,0.24,1.52,0.03,5.85,6.9,0.11
983,20.0,28.0,110,9174.0,9281.0,0.04,1.51,0.0,0.79,0.01,3.02,5.18,0.0
984,54.0,90.0,110,6860.0,6934.0,0.07,1.5,0.13,0.82,0.1,5.84,5.45,0.14
985,29.0,9.0,109,7467.0,7634.0,0.07,1.36,0.05,1.02,0.16,4.9,6.68,0.13
986,57.0,11.0,108,6498.0,6612.0,0.08,1.48,0.05,0.65,0.02,5.73,5.32,0.59
987,81.0,82.0,108,5252.0,5324.0,0.36,1.5,0.09,0.96,0.04,4.83,7.25,0.08
988,50.0,7.0,108,2402.0,2421.0,0.08,1.98,0.0,0.54,0.0,4.71,5.99,0.17
989,29.0,80.0,107,8394.0,8337.0,0.32,0.97,0.13,1.39,0.06,7.06,6.37,0.1
990,32.0,26.0,107,3293.0,3357.0,0.03,2.32,0.0,1.19,0.0,5.21,6.52,0.12
991,3.0,5.0,107,2204.0,2215.0,0.36,1.17,0.09,0.41,0.27,7.63,6.0,1.67
992,15.0,50.0,106,7341.0,7337.0,0.15,1.46,0.07,1.02,0.01,5.6,6.39,0.0
993,50.0,9.0,106,3589.0,3598.0,0.08,1.39,0.03,0.97,0.14,6.31,7.45,0.17
994,6.0,82.0,106,913.0,935.0,0.11,1.93,0.0,1.28,0.0,9.09,5.56,1.28
995,89.0,79.0,105,3771.0,3793.0,0.08,1.34,0.08,1.34,0.05,6.99,6.3,1.0
996,39.0,80.0,104,7530.0,7731.0,0.08,0.18,0.0,0.08,0.0,0.87,0.97,0.01
997,80.0,80.0,104,2072.0,2087.0,0.14,1.1,0.0,0.38,0.0,3.79,3.26,0.29
998,70.0,40.0,103,7321.0,7450.0,0.13,2.09,0.01,1.73,0.03,5.87,8.04,0.47
999,3.0,84.0,103,4088.0,4193.0,0.02,1.57,0.12,0.86,0.05,4.7,6.73,0.41
1000,91.0,36.0,103,4036.0,4037.0,0.15,1.07,0.3,0.77,0.0,6.91,7.48,0.42
1001,7.0,33.0,103,1863.0,1892.0,0.16,1.32,0.0,0.58,0.0,5.87,6.03,0.16
1002,40.0,36.0,102,2834.0,2840.0,0.14,1.94,0.0,1.41,0.0,5.32,7.85,0.04
1003,65.0,78.0,101,3899.0,3908.0,0.2,1.41,0.13,0.64,0.1,7.19,6.96,0.1
1004,74.0,74.0,101,2986.0,3012.0,0.17,1.76,0.17,0.96,0.2,7.8,6.94,0.9
1005,70.0,73.0,101,1682.0,1693.0,0.3,1.36,0.0,0.47,0.06,8.56,4.9,1.06
1006,9.0,89.0,101,1553.0,1567.0,0.13,1.6,0.06,0.51,0.0,7.15,5.23,0.51
1007,15.0,86.0,100,3093.0,3122.0,0.03,0.99,0.1,0.54,0.13,5.54,5.93,0.35
1008,98.0,46.0,99,6166.0,6252.0,0.18,1.26,0.13,1.15,0.03,5.87,8.41,0.1
1009,11.0,9.0,99,4910.0,4988.0,0.2,1.48,0.04,0.78,0.02,4.85,7.54,0.06
1010,95.0,32.0,99,1846.0,1865.0,0.32,1.13,0.59,0.8,0.11,7.29,4.77,0.38
1011,9.0,2.0,98,10388.0,10411.0,0.03,0.83,0.1,1.33,0.02,4.99,6.63,0.35
1012,27.0,66.0,97,10605.0,10853.0,0.25,1.59,0.23,1.35,0.18,5.78,7.99,0.06
1013,45.0,63.0,97,9252.0,9346.0,0.07,1.14,0.02,1.72,0.13,5.62,7.1,0.12
1014,50.0,76.0,97,3503.0,3512.0,0.03,1.11,0.0,1.34,0.06,5.35,8.46,0.28
1015,43.0,2.0,97,2286.0,2297.0,0.0,0.65,0.0,0.87,0.0,5.62,6.36,0.09
1016,38.0,99.0,96,4557.0,4651.0,0.11,1.29,0.06,0.99,0.15,5.2,7.42,0.26
1017,6.0,5.0,96,3103.0,3113.0,0.29,1.28,0.16,0.8,0.0,6.23,5.88,0.9
1018,5.0,36.0,96,2696.0,2726.0,0.0,1.14,0.04,1.1,0.04,4.81,5.5,0.29
1019,9.0,40.0,96,1088.0,1096.0,0.0,0.46,0.0,0.27,0.0,3.74,3.19,0.36
1020,15.0,85.0,95,4770.0,4809.0,0.17,1.89,0.02,1.66,0.08,6.76,8.4,0.33
